no,displayUserNick,rateContent,rateDate,package,quality,price,service,logistics,other,sentiment
49,s***u,有股春天的味道，味道很不错，连我这种不爱喝绿茶的人都觉得很好喝。,2016-5-2 11:39,0,1,0,0,0,0,0
50,幻***云,非常不错。,2016-4-22 17:31,0,0,0,0,0,0,0
51,s***g,尝了一下味道还不错，不过盒子上生产日期没找到是怎么回事？,2016-4-20 0:12,0,1,0,0,0,1,1
52,交***黄,还没尝，验过是正品，味道待追评！,2016-3-14 21:04,0,0,0,0,0,1,0
53,w***8,第三次买了，茶叶很好，以后还会光顾的 好,2016-2-6 9:15,0,1,0,0,0,0,0
54,海***0,,2016-1-11 9:01,0,0,0,0,0,0,0
55,别***2,还没喝，相信老品牌。,2015-12-1 9:41,0,0,0,0,0,0,0
56,阳***脸,还行,2015-10-13 21:56,0,0,0,0,0,0,0
57,z***周,好！,2015-9-23 19:10,0,0,0,0,0,0,0
58,w***8,第二次买了，茶叶很好，期待下次在光顾,2015-9-13 23:57,0,1,0,0,0,0,0
59,j***8,感觉不错,2015-8-27 8:54,0,0,0,0,0,0,0
